tick,stage,map,vehicle,image_path,speed_kph,steering_wheel_deg,steering_input,throttle_input,brake_input,lane_offset,lane_confidence,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_depth_min_m,sensor_lateral_accel_mps2,damage
138,ai,hirochi_raceway,bolide,images\frame_000138.jpg,86.221,-1.130,0.002275,0.113504,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
139,ai,hirochi_raceway,bolide,images\frame_000139.jpg,85.845,-1.461,0.002738,0.114617,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
140,ai,hirochi_raceway,bolide,images\frame_000140.jpg,85.680,-1.705,0.003124,0.156786,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
141,ai,hirochi_raceway,bolide,images\frame_000141.jpg,85.423,-1.777,0.003157,0.201921,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
142,ai,hirochi_raceway,bolide,images\frame_000142.jpg,85.883,-1.618,0.002899,0.219102,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
143,ai,hirochi_raceway,bolide,images\frame_000143.jpg,86.296,-1.551,0.002814,0.139764,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
144,ai,hirochi_raceway,bolide,images\frame_000144.jpg,86.260,-1.367,0.002492,0.124682,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
145,ai,hirochi_raceway,bolide,images\frame_000145.jpg,86.372,-1.382,0.002613,0.118214,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
146,ai,hirochi_raceway,bolide,images\frame_000146.jpg,86.288,-1.869,0.003443,0.121138,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
147,ai,hirochi_raceway,bolide,images\frame_000147.jpg,86.281,-2.073,0.003668,0.124693,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
148,ai,hirochi_raceway,bolide,images\frame_000148.jpg,86.315,-2.113,0.003959,0.134272,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
149,ai,hirochi_raceway,bolide,images\frame_000149.jpg,86.144,-2.685,0.004866,0.136995,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
150,ai,hirochi_raceway,bolide,images\frame_000150.jpg,86.363,-1.122,0.001347,0.133044,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
151,ai,hirochi_raceway,bolide,images\frame_000151.jpg,86.159,6.512,-0.013826,0.129941,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
152,ai,hirochi_raceway,bolide,images\frame_000152.jpg,86.235,20.185,-0.039586,0.115975,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
153,ai,hirochi_raceway,bolide,images\frame_000153.jpg,86.273,37.656,-0.071605,0.113196,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
154,ai,hirochi_raceway,bolide,images\frame_000154.jpg,85.901,51.605,-0.096315,0.127103,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
155,ai,hirochi_raceway,bolide,images\frame_000155.jpg,85.594,66.108,-0.122265,0.166523,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
156,ai,hirochi_raceway,bolide,images\frame_000156.jpg,85.477,71.930,-0.130650,0.193090,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
157,ai,hirochi_raceway,bolide,images\frame_000157.jpg,85.361,70.077,-0.126977,0.210187,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
158,ai,hirochi_raceway,bolide,images\frame_000158.jpg,85.589,69.132,-0.126162,0.206254,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
159,ai,hirochi_raceway,bolide,images\frame_000159.jpg,85.567,70.448,-0.127735,0.185053,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
160,ai,hirochi_raceway,bolide,images\frame_000160.jpg,85.609,70.188,-0.127033,0.192229,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
161,ai,hirochi_raceway,bolide,images\frame_000161.jpg,85.532,67.246,-0.122049,0.184644,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
162,ai,hirochi_raceway,bolide,images\frame_000162.jpg,85.577,63.025,-0.113465,0.166903,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
163,ai,hirochi_raceway,bolide,images\frame_000163.jpg,85.771,58.840,-0.107057,0.164140,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
164,ai,hirochi_raceway,bolide,images\frame_000164.jpg,85.779,58.247,-0.106217,0.152734,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
165,ai,hirochi_raceway,bolide,images\frame_000165.jpg,85.686,60.669,-0.110981,0.155835,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
166,ai,hirochi_raceway,bolide,images\frame_000166.jpg,85.763,62.079,-0.112861,0.152409,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
167,ai,hirochi_raceway,bolide,images\frame_000167.jpg,85.695,60.416,-0.109935,0.154941,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
168,ai,hirochi_raceway,bolide,images\frame_000168.jpg,85.693,64.641,-0.117740,0.151321,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
169,ai,hirochi_raceway,bolide,images\frame_000169.jpg,10.168,-72.951,0.152267,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
170,ai,hirochi_raceway,bolide,images\frame_000170.jpg,9.344,-77.677,0.134331,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
171,ai,hirochi_raceway,bolide,images\frame_000171.jpg,12.632,-40.948,0.067506,0.709636,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
172,ai,hirochi_raceway,bolide,images\frame_000172.jpg,18.397,16.784,-0.040752,0.942599,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
173,ai,hirochi_raceway,bolide,images\frame_000173.jpg,25.478,66.219,-0.127950,0.960186,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
174,ai,hirochi_raceway,bolide,images\frame_000174.jpg,33.263,102.877,-0.189289,0.881834,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
175,ai,hirochi_raceway,bolide,images\frame_000175.jpg,41.551,76.052,-0.128293,0.856348,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
176,ai,hirochi_raceway,bolide,images\frame_000176.jpg,49.216,35.832,-0.062016,0.920376,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
177,ai,hirochi_raceway,bolide,images\frame_000177.jpg,57.046,33.730,-0.063125,0.940515,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
178,ai,hirochi_raceway,bolide,images\frame_000178.jpg,64.177,44.706,-0.083102,0.935050,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
179,ai,hirochi_raceway,bolide,images\frame_000179.jpg,71.103,49.734,-0.090440,0.929080,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
180,ai,hirochi_raceway,bolide,images\frame_000180.jpg,71.495,48.009,-0.086685,0.960850,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
181,ai,hirochi_raceway,bolide,images\frame_000181.jpg,77.278,37.657,-0.067382,0.953906,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
182,ai,hirochi_raceway,bolide,images\frame_000182.jpg,82.671,34.786,-0.062205,0.958939,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
183,ai,hirochi_raceway,bolide,images\frame_000183.jpg,87.617,23.712,-0.040479,0.963843,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
184,ai,hirochi_raceway,bolide,images\frame_000184.jpg,92.478,8.489,-0.013102,0.964880,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
185,ai,hirochi_raceway,bolide,images\frame_000185.jpg,95.570,-0.155,0.000487,0.413331,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
186,ai,hirochi_raceway,bolide,images\frame_000186.jpg,96.490,1.059,-0.002040,0.193783,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
187,ai,hirochi_raceway,bolide,images\frame_000187.jpg,96.429,0.950,-0.001546,0.161760,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
188,ai,hirochi_raceway,bolide,images\frame_000188.jpg,96.632,-0.042,0.000377,0.159355,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
189,ai,hirochi_raceway,bolide,images\frame_000189.jpg,96.624,-0.962,0.001770,0.160775,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
190,ai,hirochi_raceway,bolide,images\frame_000190.jpg,96.725,-1.386,0.002629,0.160817,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
191,ai,hirochi_raceway,bolide,images\frame_000191.jpg,96.589,-2.106,0.003917,0.166662,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
192,ai,hirochi_raceway,bolide,images\frame_000192.jpg,96.611,-2.307,0.004208,0.172231,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
193,ai,hirochi_raceway,bolide,images\frame_000193.jpg,96.628,-2.360,0.004337,0.173775,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
194,ai,hirochi_raceway,bolide,images\frame_000194.jpg,96.713,-1.810,0.003276,0.173355,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
195,ai,hirochi_raceway,bolide,images\frame_000195.jpg,96.635,-2.160,0.004056,0.178562,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
196,ai,hirochi_raceway,bolide,images\frame_000196.jpg,96.612,-1.836,0.003418,0.181321,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
197,ai,hirochi_raceway,bolide,images\frame_000197.jpg,96.649,-3.152,0.006214,0.180383,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
198,ai,hirochi_raceway,bolide,images\frame_000198.jpg,96.590,-4.512,0.007289,0.187647,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
199,ai,hirochi_raceway,bolide,images\frame_000199.jpg,96.561,9.815,-0.022286,0.181224,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
200,ai,hirochi_raceway,bolide,images\frame_000200.jpg,96.321,38.252,-0.075182,0.166614,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
201,ai,hirochi_raceway,bolide,images\frame_000201.jpg,96.391,68.894,-0.129648,0.146742,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
202,ai,hirochi_raceway,bolide,images\frame_000202.jpg,92.581,84.929,-0.156666,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
203,ai,hirochi_raceway,bolide,images\frame_000203.jpg,88.786,91.772,-0.169560,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
204,ai,hirochi_raceway,bolide,images\frame_000204.jpg,87.683,103.640,-0.193449,0.233115,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
205,ai,hirochi_raceway,bolide,images\frame_000205.jpg,85.070,135.386,-0.250257,0.083610,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
206,ai,hirochi_raceway,bolide,images\frame_000206.jpg,83.791,147.041,-0.268834,0.217938,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
207,ai,hirochi_raceway,bolide,images\frame_000207.jpg,81.685,160.038,-0.292573,0.377778,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
208,ai,hirochi_raceway,bolide,images\frame_000208.jpg,82.859,157.679,-0.283122,0.509401,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
209,ai,hirochi_raceway,bolide,images\frame_000209.jpg,84.132,147.086,-0.267081,0.422233,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
210,ai,hirochi_raceway,bolide,images\frame_000210.jpg,84.689,141.304,-0.255851,0.322491,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
211,ai,hirochi_raceway,bolide,images\frame_000211.jpg,85.017,143.567,-0.261777,0.294421,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
212,ai,hirochi_raceway,bolide,images\frame_000212.jpg,84.943,141.708,-0.256566,0.264754,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
213,ai,hirochi_raceway,bolide,images\frame_000213.jpg,85.050,129.460,-0.232698,0.243962,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
214,ai,hirochi_raceway,bolide,images\frame_000214.jpg,85.234,104.191,-0.183870,0.226010,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
215,ai,hirochi_raceway,bolide,images\frame_000215.jpg,85.510,73.596,-0.127769,0.212963,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
216,ai,hirochi_raceway,bolide,images\frame_000216.jpg,85.685,38.809,-0.065248,0.195253,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
217,ai,hirochi_raceway,bolide,images\frame_000217.jpg,85.896,16.017,-0.025922,0.157767,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
218,ai,hirochi_raceway,bolide,images\frame_000218.jpg,85.802,1.095,-0.000909,0.139511,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
219,ai,hirochi_raceway,bolide,images\frame_000219.jpg,86.137,1.327,-0.002936,0.110167,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
220,ai,hirochi_raceway,bolide,images\frame_000220.jpg,86.039,1.526,-0.002424,0.109209,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
221,ai,hirochi_raceway,bolide,images\frame_000221.jpg,86.176,-0.145,0.000422,0.112894,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
222,ai,hirochi_raceway,bolide,images\frame_000222.jpg,86.226,-0.815,0.001585,0.113035,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
223,ai,hirochi_raceway,bolide,images\frame_000223.jpg,86.282,-1.286,0.002395,0.112256,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
224,ai,hirochi_raceway,bolide,images\frame_000224.jpg,85.857,-1.761,0.003140,0.132916,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
225,ai,hirochi_raceway,bolide,images\frame_000225.jpg,85.561,-1.904,0.003384,0.177571,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
226,ai,hirochi_raceway,bolide,images\frame_000226.jpg,85.188,-1.884,0.003316,0.232508,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
227,ai,hirochi_raceway,bolide,images\frame_000227.jpg,86.084,-1.479,0.002752,0.178987,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
228,ai,hirochi_raceway,bolide,images\frame_000228.jpg,86.224,-1.465,0.002614,0.133818,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
229,ai,hirochi_raceway,bolide,images\frame_000229.jpg,86.374,-1.491,0.002767,0.119605,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
230,ai,hirochi_raceway,bolide,images\frame_000230.jpg,86.280,-1.908,0.003617,0.120987,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
231,ai,hirochi_raceway,bolide,images\frame_000231.jpg,86.336,-2.569,0.004555,0.124062,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
232,ai,hirochi_raceway,bolide,images\frame_000232.jpg,86.170,-2.256,0.004124,0.132898,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
233,ai,hirochi_raceway,bolide,images\frame_000233.jpg,86.073,-2.410,0.004315,0.136761,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
234,ai,hirochi_raceway,bolide,images\frame_000234.jpg,86.237,-1.674,0.002562,0.134729,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
235,ai,hirochi_raceway,bolide,images\frame_000235.jpg,86.136,4.830,-0.010748,0.128703,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
236,ai,hirochi_raceway,bolide,images\frame_000236.jpg,86.320,18.095,-0.035606,0.114147,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
237,ai,hirochi_raceway,bolide,images\frame_000237.jpg,86.198,35.238,-0.067340,0.118535,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
238,ai,hirochi_raceway,bolide,images\frame_000238.jpg,85.843,50.219,-0.093859,0.122970,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
239,ai,hirochi_raceway,bolide,images\frame_000239.jpg,85.515,64.795,-0.120313,0.161467,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
240,ai,hirochi_raceway,bolide,images\frame_000240.jpg,85.437,71.596,-0.130124,0.189421,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
241,ai,hirochi_raceway,bolide,images\frame_000241.jpg,85.418,69.974,-0.126748,0.209571,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
242,ai,hirochi_raceway,bolide,images\frame_000242.jpg,85.646,68.914,-0.125469,0.207082,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
243,ai,hirochi_raceway,bolide,images\frame_000243.jpg,85.595,70.674,-0.128167,0.182192,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
244,ai,hirochi_raceway,bolide,images\frame_000244.jpg,85.547,70.220,-0.127599,0.191697,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
245,ai,hirochi_raceway,bolide,images\frame_000245.jpg,85.554,67.516,-0.122565,0.190060,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
246,ai,hirochi_raceway,bolide,images\frame_000246.jpg,85.546,63.423,-0.114164,0.166539,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
247,ai,hirochi_raceway,bolide,images\frame_000247.jpg,85.710,58.732,-0.106696,0.164647,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
248,ai,hirochi_raceway,bolide,images\frame_000248.jpg,85.888,58.233,-0.105878,0.152248,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
249,ai,hirochi_raceway,bolide,images\frame_000249.jpg,85.696,60.137,-0.110350,0.155383,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
250,ai,hirochi_raceway,bolide,images\frame_000250.jpg,85.554,61.860,-0.112817,0.150904,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
251,ai,hirochi_raceway,bolide,images\frame_000251.jpg,85.793,60.591,-0.110034,0.154507,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
252,ai,hirochi_raceway,bolide,images\frame_000252.jpg,85.746,64.139,-0.117362,0.151581,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
253,ai,hirochi_raceway,bolide,images\frame_000253.jpg,10.170,-72.951,0.152265,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
254,ai,hirochi_raceway,bolide,images\frame_000254.jpg,10.746,-77.409,0.133937,0.349744,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
255,ai,hirochi_raceway,bolide,images\frame_000255.jpg,13.313,-37.562,0.059531,0.957445,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
256,ai,hirochi_raceway,bolide,images\frame_000256.jpg,20.229,27.264,-0.059937,0.964557,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
257,ai,hirochi_raceway,bolide,images\frame_000257.jpg,27.647,76.858,-0.146198,0.929765,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
258,ai,hirochi_raceway,bolide,images\frame_000258.jpg,35.774,103.873,-0.185875,0.863802,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
259,ai,hirochi_raceway,bolide,images\frame_000259.jpg,44.142,61.253,-0.102589,0.868685,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
260,ai,hirochi_raceway,bolide,images\frame_000260.jpg,51.722,31.945,-0.057016,0.927868,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
261,ai,hirochi_raceway,bolide,images\frame_000261.jpg,59.163,36.810,-0.069019,0.946520,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
262,ai,hirochi_raceway,bolide,images\frame_000262.jpg,66.174,47.380,-0.087342,0.925799,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
263,ai,hirochi_raceway,bolide,images\frame_000263.jpg,72.436,49.733,-0.090035,0.942980,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
264,ai,hirochi_raceway,bolide,images\frame_000264.jpg,72.758,46.523,-0.082403,0.625511,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
265,ai,hirochi_raceway,bolide,images\frame_000265.jpg,78.658,37.252,-0.067376,0.949522,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
266,ai,hirochi_raceway,bolide,images\frame_000266.jpg,84.073,32.698,-0.057312,0.962677,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
267,ai,hirochi_raceway,bolide,images\frame_000267.jpg,89.015,19.390,-0.032523,0.964503,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
268,ai,hirochi_raceway,bolide,images\frame_000268.jpg,93.789,5.117,-0.007199,0.806844,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
269,ai,hirochi_raceway,bolide,images\frame_000269.jpg,96.104,-0.153,-0.000051,0.313572,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
270,ai,hirochi_raceway,bolide,images\frame_000270.jpg,96.288,1.451,-0.002526,0.177547,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
271,ai,hirochi_raceway,bolide,images\frame_000271.jpg,96.605,0.643,-0.000931,0.161820,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
272,ai,hirochi_raceway,bolide,images\frame_000272.jpg,96.468,-0.575,0.001344,0.161178,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
273,ai,hirochi_raceway,bolide,images\frame_000273.jpg,96.626,-1.175,0.002196,0.160519,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
274,ai,hirochi_raceway,bolide,images\frame_000274.jpg,96.633,-1.417,0.002684,0.161406,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
275,ai,hirochi_raceway,bolide,images\frame_000275.jpg,96.625,-2.312,0.004257,0.168826,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
