tick,stage,map,vehicle,image_path,speed_kph,steering_wheel_deg,steering_input,throttle_input,brake_input,lane_offset,lane_confidence,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_depth_min_m,sensor_lateral_accel_mps2,damage
138,ai,hirochi_raceway,bolide,images\frame_000138.jpg,86.252,-1.336,0.002473,0.111946,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
139,ai,hirochi_raceway,bolide,images\frame_000139.jpg,85.775,-1.829,0.003366,0.140619,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
140,ai,hirochi_raceway,bolide,images\frame_000140.jpg,85.482,-1.844,0.003285,0.185215,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
141,ai,hirochi_raceway,bolide,images\frame_000141.jpg,85.739,-1.793,0.003193,0.239063,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
142,ai,hirochi_raceway,bolide,images\frame_000142.jpg,86.180,-1.540,0.002856,0.151264,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
143,ai,hirochi_raceway,bolide,images\frame_000143.jpg,86.221,-1.333,0.002445,0.127841,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
144,ai,hirochi_raceway,bolide,images\frame_000144.jpg,86.249,-1.366,0.002465,0.118676,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
145,ai,hirochi_raceway,bolide,images\frame_000145.jpg,86.276,-2.007,0.003730,0.120427,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
146,ai,hirochi_raceway,bolide,images\frame_000146.jpg,86.258,-2.133,0.003879,0.124292,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
147,ai,hirochi_raceway,bolide,images\frame_000147.jpg,86.255,-2.321,0.004381,0.133892,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
148,ai,hirochi_raceway,bolide,images\frame_000148.jpg,86.182,-2.717,0.004981,0.137722,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
149,ai,hirochi_raceway,bolide,images\frame_000149.jpg,86.213,-1.295,0.001682,0.133134,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
150,ai,hirochi_raceway,bolide,images\frame_000150.jpg,86.132,6.417,-0.013624,0.129021,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
151,ai,hirochi_raceway,bolide,images\frame_000151.jpg,86.135,19.389,-0.037975,0.115151,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
152,ai,hirochi_raceway,bolide,images\frame_000152.jpg,86.197,36.746,-0.070114,0.114690,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
153,ai,hirochi_raceway,bolide,images\frame_000153.jpg,85.680,51.496,-0.096169,0.125910,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
154,ai,hirochi_raceway,bolide,images\frame_000154.jpg,85.664,66.007,-0.121958,0.164428,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
155,ai,hirochi_raceway,bolide,images\frame_000155.jpg,85.294,71.677,-0.130196,0.191792,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
156,ai,hirochi_raceway,bolide,images\frame_000156.jpg,85.529,69.894,-0.126538,0.210684,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
157,ai,hirochi_raceway,bolide,images\frame_000157.jpg,85.561,68.933,-0.125719,0.206429,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
158,ai,hirochi_raceway,bolide,images\frame_000158.jpg,85.617,70.240,-0.127530,0.184169,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
159,ai,hirochi_raceway,bolide,images\frame_000159.jpg,85.409,70.170,-0.127135,0.192559,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
160,ai,hirochi_raceway,bolide,images\frame_000160.jpg,85.457,67.509,-0.122464,0.186231,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
161,ai,hirochi_raceway,bolide,images\frame_000161.jpg,85.615,63.114,-0.113596,0.167215,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
162,ai,hirochi_raceway,bolide,images\frame_000162.jpg,85.567,59.089,-0.107384,0.165835,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
163,ai,hirochi_raceway,bolide,images\frame_000163.jpg,85.649,58.330,-0.106157,0.152565,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
164,ai,hirochi_raceway,bolide,images\frame_000164.jpg,85.812,60.281,-0.110278,0.156410,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
165,ai,hirochi_raceway,bolide,images\frame_000165.jpg,85.698,61.778,-0.112416,0.152742,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
166,ai,hirochi_raceway,bolide,images\frame_000166.jpg,85.628,60.363,-0.109831,0.154416,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
167,ai,hirochi_raceway,bolide,images\frame_000167.jpg,85.953,64.540,-0.117596,0.150341,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
